Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
computing,,,,"Good for every day <span class=""AS"">computing</span> and web browsing.","It's a great prodcut to handle basic <span class=""AS"">computing</span> needs.",", it's very lightweight, and the response for the <span class=""AS"">computing</span> she's doing (Internet focused activity: mail, research, etc.) is excellent;","The Mac Mini is probably the simplest example of compact <span class=""AS"">computing</span> out there.","I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for <span class=""AS"">computing</span> room.","I finally own a piece of <span class=""AS"">computing</span> equipment that I don't want to take a baseball bat and destroy."
days,day,,,"Good for every <span class=""AS"">day</span> computing and web browsing.","Received replacement 16 <span class=""AS"">Days</span> later.","so the fact that the computer does not work on the 24 twenty fourth <span class=""AS"">day</span> is my fault.","every since I bought it from <span class=""AS"">day</span> one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","We use the built in tools often, iTunes is open nearly every <span class=""AS"">day</span> and works great with my iPhone.","The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five <span class=""AS"">days</span> a week.","It was returned on the third <span class=""AS"">day</span> I owned it.","-Apple offers to send replacement and after 10 <span class=""AS"">days</span> I send them the old computer.","It came before the <span class=""AS"">day</span> it supposed to which is great.","Frustrated I hung up and tried to call back 3 <span class=""AS"">days</span> later to be told that it takes 2-3 days for turnaround time.","Some <span class=""AS"">days</span> it's just blurry, some days it appears that it's raining on my nice desktop background of a lake and mountains.","I believe I purchased this in Dec 09 for my primary work laptop which is used 5-10 hours a day, 4-6 <span class=""AS"">days</span> a week.","Instead it is sitting in West Verginia waiting for UPS to take two <span class=""AS"">days</span> to send Me a box and Two days for them to ship the computer some 691 miles by air?","Keys stick periodically and I havent had the laptop for 45 <span class=""AS"">days</span> yet.","On the twelfth <span class=""AS"">day</span> that I had the notebook, I decided to go to Dell's website and update it.","not the <span class=""AS"">day</span> received.","I bought this last week, and the very next <span class=""AS"">day</span> had to return it because it over heated and the touch-mouse stopped responding.","and she reports that the battery life lasts all <span class=""AS"">day</span> for her","The OS is still as fast as the <span class=""AS"">day</span> that the laptop was purchased and continues to run flawlessly.","It was a Waste of money from <span class=""AS"">day</span> one!"
nature,,,,"The keyboard has a wonderful <span class=""AS"">nature</span> feel.","I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second <span class=""AS"">nature</span> to me after many years of using windows.","I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the <span class=""AS"">nature</span> of the design of the macbook as it is one very large heat sink."
keyboard,,,,"The <span class=""AS"">keyboard</span> has a wonderful nature feel.","The paint wears off easily due to the <span class=""AS"">keyboard</span> being farther back than usual.","However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted <span class=""AS"">keyboard</span> and easy mouse pad.","The <span class=""AS"">keyboard</span> is like no other laptop keyboard.","Runs fast and the regular layout <span class=""AS"">keyboard</span> is so much better.","I was disappointed when I realized that the <span class=""AS"">keyboard</span> doesn't light up on this model.","THE <span class=""AS"">KEYBOARD</span> FUNCTION IS SIMPLY UNSATISFACTORY.","There is a backlit <span class=""AS"">keyboard</span> which is perfect for typing in the dark.","OR THE <span class=""AS"">KEYBOARD</span> SIMPLY DOES NOT DETECT THE KEYS","The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple <span class=""AS"">Keyboard</span> and Mouse, all put together in neat and nice package.","also the <span class=""AS"">keyboard</span> does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.","It is VERY easy to type on and feels great - besides the added feature that the <span class=""AS"">keyboard</span> is lighted.","Since I <span class=""AS"">keyboard</span> over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","EITHER WAY, THE <span class=""AS"">KEYBOARD</span> IS UNSATISFACTORY.","I especially like the <span class=""AS"">keyboard</span> which has chiclet type keys.","The newer black <span class=""AS"">keyboard</span> took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!","There is no number pad to the right of the <span class=""AS"">keyboard</span> which is a bummer.","The screen is bright and vivid and the <span class=""AS"">keyboard</span> is very easy to use, very important for use quick typers.","I do transcription work on the side, and the flatline <span class=""AS"">keyboard</span> makes typing quick and easy as well.","Learning all of the <span class=""AS"">keyboard</span> shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines."
change,,,,"A coupla months later, they <span class=""AS"">change</span> my hard drive.","1.You can not <span class=""AS"">change</span> your desktop background (window's 7 starter does NOT support that function).","It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to <span class=""AS"">change</span> mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","I have a business website and every time I have to <span class=""AS"">change</span> something I have to go to the public library to use a PC.","The neat and organized icon list is a welcome <span class=""AS"">change</span> from cluttered and confusing desktop icons.","Actually, I think I was intimidated by the <span class=""AS"">change</span> from a PC.","I love a ""pc"" but I was ready for a <span class=""AS"">change</span> and tired of the windows system.","I hate the display screen and I have done everything I could do the <span class=""AS"">change</span> it.","Setting would <span class=""AS"">change</span> for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.","Windows 7 Starter is terrific (no you can't <span class=""AS"">change</span> the background) but I don't need to, I use it just for school work."
buy,,,,"and dell and best <span class=""AS"">buy</span> both refused to take it back","In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not <span class=""AS"">buy</span> this computer.","I swear they design these things to go to crap after a year so you are stuck and have to <span class=""AS"">buy</span> a new one.","But, <span class=""AS"">buy</span> this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.","do not <span class=""AS"">buy</span> you will be disappointed.","So if you want a good machine that does almost anything this is the one, if you want a low budget computer then look at the other great brands Best <span class=""AS"">Buy</span> sells.","so I was forced to go out and <span class=""AS"">buy</span> new hardware just to keep this computer running.","was debating to <span class=""AS"">buy</span> one for months, checked out different stuff on youtube, and read different articles and debates,I just didnt really wanna spend the money","so I was forced to go out and <span class=""AS"">buy</span> new hardware just to keep this computer running.","Best <span class=""AS"">Buy</span> ended up junking the computer and giving me a replacement computer.","I definitely will <span class=""AS"">buy</span> a Mac again if and when this computer ever fails.","Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or <span class=""AS"">buy</span> one if you buy it","I will never <span class=""AS"">buy</span> another computer from Dell ever again do to how awful it worked and how I was treated by the company.","It's because when you <span class=""AS"">buy</span> it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","I thought we were paying for quality in our decision to <span class=""AS"">buy</span> an Apple product.","I would <span class=""AS"">buy</span> this lap top over and over again!","I will only <span class=""AS"">buy</span> apple laptops from now on.","I will not <span class=""AS"">buy</span> another one.","But no one could tell me when my part would be shipped nor could they tell me where to <span class=""AS"">buy</span> it ON THEIR WEBSITE!!!","I decided to <span class=""AS"">buy</span> a few notebooks for my nephews for Xmas."
size,,,,"It is a great <span class=""AS"">size</span> and amazing windows 8 included!","I also love the small, convenient <span class=""AS"">size</span> of my laptop, making it a perfect tool for my academic studies.","Screen <span class=""AS"">size</span> is perfect for portable use in any environment.","The smaller <span class=""AS"">size</span> was a bonus because of space restrictions.","Its <span class=""AS"">size</span> is ideal and the weight is acceptable.","The downside to this netbook is pretty much the same for any netbook: screen <span class=""AS"">size</span> is not something I'd stare at for the entire 10-11 hours of battery life five days a week.","the <span class=""AS"">size</span> of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.","At home and the office it gets plugged into an external 24"" LCD screen, so built in screen <span class=""AS"">size</span> is not terribly important.","It is lightweight and the perfect <span class=""AS"">size</span> to carry to class.","It's been time for a new laptop, and the only debate was which <span class=""AS"">size</span> of the Mac laptops, and whether to spring for the retina display.","The <span class=""AS"">size</span> is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.","I really like the <span class=""AS"">size</span> and I'm a fan of the ACERS.","the <span class=""AS"">size</span> and look is the most feature that attracted me to it.","It is the perfect <span class=""AS"">size</span> and speed for me.","also...- excellent operating system- <span class=""AS"">size</span> and weight for optimal mobility- excellent durability of the battery-","Setting would change for some reason, the screen <span class=""AS"">size</span> would change on it's own, like the pixel sizes and whatnot.","Did I mention everything about it, from <span class=""AS"">size</span> to weight to keyboard screams BULK?"
money,,,,"In all honesty, if someone is looking for a quality laptop and willing to pay a little more <span class=""AS"">money</span> for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.","Was this product worth my time and <span class=""AS"">money</span> to ever want to purchase another products that is toshiba or relating to toshiba?","With no problems,  I'm happy with this purchase because I saved <span class=""AS"">money</span> compared to buying it anywhere else.","It was just one problem after another for me, and that's reason we had forked out so much <span class=""AS"">money</span> was so we wouldn't have anything to worry about.","We'll save our <span class=""AS"">money</span> to replace it with a Mac again!","If you have the <span class=""AS"">money</span> I suggest going for the i7.","and I was purchasing it with my OWN <span class=""AS"">money</span> I had recieved from graduation presents.","Save your <span class=""AS"">money</span> and go for a better device.","In summary, take your <span class=""AS"">money</span> elsewhere.","Summary: Spend your <span class=""AS"">money</span> elsewhere","Overall though, for the <span class=""AS"">money</span> spent it's a great deal.","Let me start off by saying that I was highly reluctant to spend so much <span class=""AS"">money</span> on a laptop.","Just don't waste your time and <span class=""AS"">money</span> on this.","Also, one of the users mentioned how the edges on the macbook is sharp, if you have <span class=""AS"">money</span> to spend on one of the incase shells, it doesn't seem to be a problem.","Overall for the <span class=""AS"">money</span> this is a good deal.","Yes, a Mac is much more <span class=""AS"">money</span> than the average laptop out there, but there is no comparison in style, speed and just cool factor.","Its Office compatible, but the features and its functioning is all new again so you might as well save the <span class=""AS"">money</span> and just learn the pre installed mac programs.","This system is not worth the <span class=""AS"">money</span> or trouble trying to get it fix.","I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more <span class=""AS"">money</span> to get great quality!","Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the <span class=""AS"">money</span> in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow."
laptops,laptop,,,"In all honesty, if someone is looking for a quality <span class=""AS"">laptop</span> and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.","previous <span class=""AS"">laptops</span> were pc's, still have them, but the mac osx is a clean and smooth operating system.","I'd recommend this <span class=""AS"">laptop</span> to anyone!","The So called <span class=""AS"">laptop</span> Runs to Slow","every since I bought it from day one, I didn't ask for a new <span class=""AS"">laptop</span> or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","Overall this <span class=""AS"">laptop</span> is great.","I needed a new computer for graduate school (had never owned a <span class=""AS"">laptop</span> before), and the only reason I didn't purchase a Mac was because my school's website strongly recommended students purchase PCs.","I love it and will probably get another one when this goes to the <span class=""AS"">Laptop</span> in the sky!!","The keyboard is like no other <span class=""AS"">laptop</span> keyboard.","I was happy with My purchase of a Toshiba Satellite L305D-S5934 <span class=""AS"">laptop</span> until it came time to have it repaired under the Toshiba Warranty.","Returned <span class=""AS"">laptop</span> for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.","the <span class=""AS"">laptop</span> was really good and it goes really fast just the way i thought it would of run.","I took the <span class=""AS"">laptop</span> home and not even a month later, I began to have problems with it.","Typically, when I purchase a new <span class=""AS"">laptop</span> I always end up using an external mouse for convenience.","The durability of the <span class=""AS"">laptop</span> will make it worth the money.","I also enjoy the fact that my MacBook Pro <span class=""AS"">laptop</span> allows me to run Windows 7 on it by using the VMWare program.","I have had to send in my <span class=""AS"">laptop</span> three times to get it fixed.","It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC <span class=""AS"">laptops</span> which drop more than 80%.","However, this <span class=""AS"">laptop</span> has a fatal flaw that i discovered merely a week after buying it.","You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens <span class=""AS"">laptops</span> in the past 15 years, and none gets this hot, that fast."
hp,,,,"My <span class=""AS"">HP</span> is very heavy.","I also own an <span class=""AS"">HP</span> notebook and it doesn't even come close.","Yet, <span class=""AS"">HP</span> won't do anything about the problem.","If the number of patrons in the Apple store are any indication, <span class=""AS"">HP</span> and other PC manufacturers need to take note.","Accordingly, I have decided to NEVER purchase another <span class=""AS"">HP</span> product (my five year old Compaq) lasted 5-years before the hard drive crashed.","You can call <span class=""AS"">HP</span> and they want you to buy more software to fix it.","i cant believe <span class=""AS"">HP</span> put this out.","I have had no luck with staples or <span class=""AS"">HP</span> to resolve this problem.","The store honored their warrenty and made the comment that they don't even recommend the <span class=""AS"">HP</span> brand because of the problems with their warrentys.","I was surprised with the performance and quality of this <span class=""AS"">HP</span> Laptop.","Much of which <span class=""AS"">HP</span> ended up paying for.","I custom ordered the machine from <span class=""AS"">HP</span> and could NOT understand the techie due to his accent.","Will probably never buy a <span class=""AS"">HP</span> again.","Hewlett Packard <span class=""AS"">HP</span> Pavillion DV6000 Laptop is the worst laptop we have ever bought.","And, if you are going to deal with <span class=""AS"">HP</span> be careful.","I previously owned an <span class=""AS"">HP</span> desktop and a Dell laptop.","All the problems I have had with PC's are solved with a Mac: the issue of overheating-my Dell was always overheating and not working properly or simply shutting off, and the issue of viruses and contaminants-my <span class=""AS"">HP</span> completely quit working within2 years of purchasing it, with no inexpensive way of fixing it.","The computer was two weeks late in delivery because <span class=""AS"">HP</span> forgot to complete the required import paperwork.","Almost 4 years ago I bought what was then the current, up to date <span class=""AS"">HP</span> Pavilion--","When I am at Starbucks between clients I get full bars on my <span class=""AS"">HP</span> and 1 bar on my Eee PC."
others,other,,,"That is how it is able to function better than any <span class=""AS"">other</span> PC.","But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the <span class=""AS"">other</span> model with 8GB of RAM.","As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with <span class=""AS"">other</span> same model netbooks and discussed it with her colleague (I could see them).","i setup my password last night with the password on my <span class=""AS"">other</span> computer.","So if you want a good machine that does almost anything this is the one, if you want a low budget computer then look at the <span class=""AS"">other</span> great brands Best Buy sells.","The keyboard is like no <span class=""AS"">other</span> laptop keyboard.","The applications are also very easy to find and maneuver, much easier than any <span class=""AS"">other</span> computer I have ever owned.","Also, I have had alot of trouble with the shift key to go to <span class=""AS"">other</span> lines.","Looked at HP, ASUS, Acer, Sony and a bunch of <span class=""AS"">other</span> ones but could not find I really liked.","It's even easy to hook up to <span class=""AS"">other</span> wireless networks.","It out performs any <span class=""AS"">other</span> laptop on the market today.","They also have a longer service life than <span class=""AS"">other</span> computers (I have several friends who still use the older Apple PowerBooks).","If the number of patrons in the Apple store are any indication, HP and <span class=""AS"">other</span> PC manufacturers need to take note.","I have used a couple of <span class=""AS"">others</span> on the job as well.","It did fairly well, <span class=""AS"">other</span> than it's poor performance, overheating and occational blue screen.","I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few <span class=""AS"">other</span> applications constantly at the same time.","Iphoto is great for adding pictures right to facebook and <span class=""AS"">other</span> social networking sites.","The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 <span class=""AS"">other</span> programs with next to no slowdown.","But to be honest, the compatibility issues and the <span class=""AS"">other</span> little quirks make me think I ll buy a PC next time.","Again, decent comp for the price, and I was in need of one quickly as my <span class=""AS"">other</span> laptop died on me."
os,,,,"I then upgraded to Mac <span class=""AS"">OS</span> X 10.8 ""Mountain Lion"".","Got this Mac Mini with <span class=""AS"">OS</span> X Mountain Lion for my wife.","I thought learning the Mac <span class=""AS"">OS</span> would be hard, but it is easily picked up if you are familiar with a PC.","The <span class=""AS"">OS</span> is fast and fluid, everything is organized and it's just beautiful.","The <span class=""AS"">OS</span> is easy, and offers all kinds of surprises.","I was extremely happy with the <span class=""AS"">OS</span> itself.","can't reinstall with standard <span class=""AS"">os</span> cd because of proprietary hardware drivers.","I like how the Mac <span class=""AS"">OS</span> is so simple and easy to use.","The improvements to the <span class=""AS"">OS</span> have been relatively gradual, but substantive.","Premium price for the <span class=""AS"">OS</span> more than anything else.","this Mac Mini does not have a built-in mic, and it would seem that its Mac <span class=""AS"">OS</span> 10.9 does not handle external microphones properly.","The <span class=""AS"">OS</span> is still as fast as the day that the laptop was purchased and continues to run flawlessly.","The <span class=""AS"">OS</span> is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!","After fumbling around with the <span class=""AS"">OS</span> I started searching the internet for a fix and found a number of forums on fixing the issue.","The <span class=""AS"">OS</span> is great.","However, the experience was great since the <span class=""AS"">OS</span> does not become unstable and the application will simply shutdown and reopen.","I dual boot with Linux and that other security-prone <span class=""AS"">OS</span> and it performs flawlessly.","The Mac <span class=""AS"">OS</span> improvement were not The product they Want to offer.","The Mountain Lion <span class=""AS"">OS</span> is not hard to figure out if you are familiar with Microsoft Windows.","Everything from the design to the <span class=""AS"">OS</span> is simple and to the point."
runs,run,,,"The So called laptop <span class=""AS"">Runs</span> to Slow","I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it <span class=""AS"">runs</span> just fine.","Nightly my computer defrags itself and <span class=""AS"">runs</span> a virus scan.","I also enjoy the fact that my MacBook Pro laptop allows me to <span class=""AS"">run</span> Windows 7 on it by using the VMWare program.","The computer <span class=""AS"">runs</span> very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","This Macbook Pro is fast, powerful, and <span class=""AS"">runs</span> super quiet and cool.","the i3 processor doesn't seem to <span class=""AS"">run</span> hot and the fan rarely turns on.","Apple hit a home <span class=""AS"">run</span> here.","I <span class=""AS"">run</span> Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.","The Mac mini is about 8x smaller than my old computer which is a huge bonus and <span class=""AS"">runs</span> very quiet, actually the fans aren't audible unlike my old pc","It gives me the power and speed that I need to <span class=""AS"">run</span> all the programs I use to edit.","The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to <span class=""AS"">run</span> and I am not able to.","This version of MacBook Pro <span class=""AS"">runs</span> on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.","The 2 GB of RAM is plenty, able to <span class=""AS"">run</span> Windows 7 and at least 2 or 3 other programs with next to no slowdown.","The computer <span class=""AS"">runs</span> extremely slowly, whether opening Word or My Computer.","This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, <span class=""AS"">runs</span> fast etc.","I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can <span class=""AS"">run</span> all the web programming software I need to use all at once without slowing me down.","Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines <span class=""AS"">run</span> like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","I <span class=""AS"">run</span> windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.","The Apple will <span class=""AS"">run</span> Internet Explorer, but at an amazingly slow rate."
things,thing,,,"I swear they design these <span class=""AS"">things</span> to go to crap after a year so you are stuck and have to buy a new one.","Only <span class=""AS"">thing</span> I would want to add to this is an internal bluray read/write drive.","I can't believe how quiet the hard drive is and how quick this <span class=""AS"">thing</span> boots up.","Although I opted for the lowest end MacBook Pro, this <span class=""AS"">thing</span> holds its own.","This <span class=""AS"">thing</span> is awesome, everything always works, everything is always easy to set up, everything is compatible, its literally everything I could ask for.","This <span class=""AS"">thing</span> is a lemon.","You will not regret buying such a great <span class=""AS"">thing</span> like this!","It's because when you buy it, you know first <span class=""AS"">thing</span> that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","Another Great <span class=""AS"">thing</span> is the Beast graphics.","The best <span class=""AS"">thing</span> to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.","The one <span class=""AS"">thing</span> that Apple does right is computers.","The track pad to me is what really stands out though, you can do several different <span class=""AS"">things</span> with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","this <span class=""AS"">thing</span> is Fast and clear as can be.","The cool <span class=""AS"">thing</span> about this is anyone can use it.","The only thing I dislike is the touchpad, alot of the times its unresponsive and does <span class=""AS"">things</span> I dont want it too, I would recommend using a mouse with it.","The only <span class=""AS"">thing</span> I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it.","The only <span class=""AS"">thing</span> that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.","cosmetically, the only <span class=""AS"">thing</span> they changed was 2 of the Function keys at the top.","And the screen on this <span class=""AS"">thing</span> is absolutely amazing for high quality videos and movies and gaming.","The only <span class=""AS"">thing</span> I dislike about this laptop are the rubber pads found on the bottom of the computer for grip."
while,,,,"Trashed it when I spilled a latte on it <span class=""AS"">while</span> writing at a cafe.","As usual at customer service center, she asked me to hold for a moment <span class=""AS"">while</span> she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).","Its pretty fast and does not have hiccups <span class=""AS"">while</span> I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","PC users work in Word, <span class=""AS"">while</span> Mac users work in Pages.","I bought this Mac book pro along with a new 27"" iMac and <span class=""AS"">while</span> they are still light years more reliable than a PC I have noticed a decline in the reliability of my Mac computers.","They're absolutely useless, unless you count the joy of releasing anger <span class=""AS"">while</span> smashing into little peices against the wall.","I purchased this laptop <span class=""AS"">while</span> on a business trip to keep up with my email.","I feel that it was poorly put together, because once in a <span class=""AS"">while</span> different plastic pieces would come off of it.","It took me a <span class=""AS"">while</span> top get away from the land of PCs, but now that I have, I can't see myself going back to it.","I was looking too closely at the other performance specs and <span class=""AS"">while</span> comparing, I took it for granted that these features were standard.","But <span class=""AS"">while</span> this is one big advantage (as you may know from the company s recent commercials) there are other things to consider before going with Apple.","My laptop worked again for just a <span class=""AS"">while</span> before I started having issues AGAIN.","so carrying it around does seem to mean it will be jerked possibly a little, <span class=""AS"">while</span> driving a car and carrying it into where ever you are using it.","For example, when my husband turns the light out <span class=""AS"">while</span> I'm on the computer.","Battery is lasting about 6 hours as I am surfing the web on Sundays <span class=""AS"">while</span> checking football scores and watching funny Youtube videos.","But sadly the replacement froze-up <span class=""AS"">while</span> updating the BIOS again and shut down and would not turn back on.","This computer doesn't do that well with certain games it can't play some and it becomes too hot <span class=""AS"">while</span> playing games.","The best thing is even <span class=""AS"">while</span> doing almost ten or twenty things at once, it never slows down.","Took a <span class=""AS"">while</span> to clean it up to my specs.","Nice and portable and definitely a decent enough system to keep you entertained <span class=""AS"">while</span> sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents."
features,feature,,,"The <span class=""AS"">feature</span> are good enough for what I need.","However, I love this particular Mac because its very fast, great size, and has fantastic <span class=""AS"">features</span> like the lighted keyboard and easy mouse pad.","Even so, I like playing online games, so it was wonderful that there is a <span class=""AS"">feature</span> where I can dualboot Windows.","Sure it's not light and slim but the <span class=""AS"">features</span> make up for it 100%.","it has all the <span class=""AS"">features</span> that we expected and the price was good, working well so far.","I like the design and its <span class=""AS"">features</span> but there are somethings I think needs to be improved.","It is VERY easy to type on and feels great - besides the added <span class=""AS"">feature</span> that the keyboard is lighted.","Sure it has the one touch keys but that was the best <span class=""AS"">feature</span> of the computer.","I also love the design, the looks, the feel, and the my toshiba <span class=""AS"">feature</span> is wonderfull.","It has all the expected <span class=""AS"">features</span> and more +plus a wide screen and more than roomy keyboard.","It has easy to use <span class=""AS"">features</span> and all the speed and power I could ask for.","Its Office compatible, but the <span class=""AS"">features</span> and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various <span class=""AS"">features</span> and programs.","I even got my teenage son one, because of the <span class=""AS"">features</span> that it offers, like, iChat, Photobooth, garage band and more!","The price and <span class=""AS"">features</span> more than met my needs.","There are so many wonderful <span class=""AS"">features</span> and benefits to the new MacBook!","It has all the <span class=""AS"">features</span> that are necessary for college","it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the <span class=""AS"">features</span> I was use to on the PC especially the right mouse click menu.","Otherwise, all other <span class=""AS"">features</span> are a 1","A lot of <span class=""AS"">features</span> and shortcuts on the MBP that I was never exposed to on a normal PC."
decision,,,,"It was a hard <span class=""AS"">decision</span> for me since the MacBook Pro looked so appealing.","I thought we were paying for quality in our <span class=""AS"">decision</span> to buy an Apple product.","Probbly the worst <span class=""AS"">decision</span> we ever made!","I made a perfect <span class=""AS"">decision</span> when I bought the Toshiba!","It is not an easy <span class=""AS"">decision</span> to purchase a used or even good as new laptop but I am very satisfied.","Instead, I'll focus more on the actual performance and feature set of the hardware itself so you can make an educated <span class=""AS"">decision</span> on which Mac to buy.","I think that was a great <span class=""AS"">decision</span> to buy"
macbook pro,,,,"It was a hard decision for me since the <span class=""AS"">MacBook Pro</span> looked so appealing.","This was a significantly more affordable than getting a new <span class=""AS"">MacBook Pro</span> from Apple.","I also enjoy the fact that my <span class=""AS"">MacBook Pro</span> laptop allows me to run Windows 7 on it by using the VMWare program.","In due course, I'll remove the hard disc from this new <span class=""AS"">MacBook Pro</span> and dump it where it belongs - in the trash.","My <span class=""AS"">MacBook Pro</span> has been a huge disappointment.","So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 <span class=""AS"">MacBook Pro</span> Notebook Computer","This <span class=""AS"">Macbook Pro</span> is fast, powerful, and runs super quiet and cool.","The <span class=""AS"">Macbook Pro</span> is extremely thin and light compared to those heavy Windows Laptop.","This Mac Mini makes the <span class=""AS"">Macbook Pro</span> seem slow.","The sheer power and flexibility makes the <span class=""AS"">MacBook Pro</span> a must have for any techie!","Fully charged, the <span class=""AS"">MacBook Pro</span> can last about five hours unplugged.","wow the new <span class=""AS"">macbook pro</span> hanged as i tried to type this review.","I plan on using my <span class=""AS"">MacBook Pro</span> for a long time.","I initially purchased my <span class=""AS"">Macbook Pro</span> 13"" in April, and I loved it.","The apple <span class=""AS"">macbook pro</span> nothing to say butprofessionally great and outstanding.","This version of <span class=""AS"">MacBook Pro</span> runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.","I've had my <span class=""AS"">Macbook Pro</span> since August 2009.","The old unibody <span class=""AS"">macbook pro</span> could fry an egg after a while.","I've had the <span class=""AS"">MacBook Pro</span> 15 for about three weeks, and it really is a great computer.","The 13"" <span class=""AS"">Macbook Pro</span> just fits in my budget and with free shipping and no tax to CA"
