Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
rice,,,,"I really liked the noodle dishes at <span class=""AS"">Rice</span> Avenue compared to their Green Curry dish.","Ive asked a cart attendant for a lotus leaf wrapped <span class=""AS"">rice</span> and she replied back rice and just walked away.","I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the <span class=""AS"">rice</span> congee soup people.","Best drumsticks over <span class=""AS"">rice</span> and sour spicy soup in town!","Furthermore, the <span class=""AS"">rice</span> had no seasoning, so the sushi was bland and disgusting.","But the coconut <span class=""AS"">rice</span> was good.","-RESULT - WE HAD LARGE CHUNKS OF BURNT <span class=""AS"">RICE</span> IN OUR SERVING BOWL.","I also recommend the <span class=""AS"">rice</span> dishes or the different varieties of congee (rice porridge).","The fried <span class=""AS"">rice</span> is amazing here.","My friends settled for <span class=""AS"">rice</span> dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.","Half a chicken with a mountain of <span class=""AS"">rice</span> and beans for $6.25.","Stay away from the two specialty rolls on the menu, though- too much avocado and <span class=""AS"">rice</span> will fill you up right quick.","Furthermore, the <span class=""AS"">rice</span> had no seasoning, so the sushi was bland and disgusting.","I stopped by for some brunch today and had the vegan cranberry pancakes and some <span class=""AS"">rice</span> milk.","The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati <span class=""AS"">rice</span> dish lacked flavor.","The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the <span class=""AS"">rice</span> is often overcooked, and the seafood is pretty sketchy.","The <span class=""AS"">rice</span> was poor quality and was cooked so badly it was hard.","Have never had a problem with service save a missing <span class=""AS"">rice</span> once.","It might have been a little too spicy for my friend, which you can couteract with eat more <span class=""AS"">rice</span> and keeping water on hand.","While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with <span class=""AS"">rice</span> and 2-3 entrees."
thai,,,,"I ordered the chu chu curry and my friend ordered the pad <span class=""AS"">thai</span> chicken.","Anyone who ever dined at a <span class=""AS"">thai</span> restaurant is in for a huge disappointment.","This wasn't the expected menu comprised only of pad <span class=""AS"">thai</span> and tom yum soup, but I thought that was what made the place so special.","it's bad <span class=""AS"">thai</span> food.","The best pad <span class=""AS"">thai</span> i've ever had.","This is the only <span class=""AS"">Thai</span> place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.","Tuk Tuk is my second favorite neighborhood <span class=""AS"">Thai</span> place (the first being Joya).","I was very impressed by this low-key upper eastsider and their authentically <span class=""AS"">thai</span> cuisine!!!","This is a great <span class=""AS"">Thai</span> restaurant with a very friendly staff.","I had the <span class=""AS"">Thai</span> style Fried Sea Bass...which was very good.","In an area sadly lacking in decent <span class=""AS"">Thai</span> food, this is one of the best spots.","There are many <span class=""AS"">Thai</span> places in the city but so far Toons is #1.","In an area sadly lacking in decent <span class=""AS"">Thai</span> food, this is one of the best spots.","So all I'm trying to say is this restaurant is by far the best <span class=""AS"">thai</span> food restaurant I've ever been to.","I LOVE their <span class=""AS"">Thai</span> noodles with shrimp and chicken and coconut juice is the MUST!","The <span class=""AS"">Thai</span> ice tea was amazingly smooth and yummy!","the pad se ew chicken was delicious, however the pad <span class=""AS"">thai</span> was far too oily.","When asked about how a certain dish was prepared in comparison to a similar at other <span class=""AS"">thai</span> restaurants, he replied this is not Mcdonald's, every place makes things differently","The best pad <span class=""AS"">thai</span> i've ever had.","The red curry is weak and tasteless, the pad <span class=""AS"">thai</span> is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy."
experiences,experience,,,"Sushi <span class=""AS"">experience</span> was unbelievable with my fiance.","It can be a very fun <span class=""AS"">experience</span> with a group, and kids (6 and over) would love it.","My first <span class=""AS"">experience</span> at Siam Square was very pleasant.","I read the other review and have to say I had the opposite <span class=""AS"">experience</span> here last Sunday.","The service was excellent, the food was excellent, but the entire <span class=""AS"">experience</span> was very cool.","I complete the total bagel <span class=""AS"">experience</span> by having it lightly toasted.","I highly recommend the restaurant based on our <span class=""AS"">experience</span> last night.","Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect <span class=""AS"">experience</span> at Yasuda.","With so many poor <span class=""AS"">experiences</span> to be had in the theater district, is truly an excellent find!","To finish off such a delightful dinner <span class=""AS"">experience</span> you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.","This was the worst dining <span class=""AS"">experience</span> I've ever had.","Over the years, it has always provided a pleasurable dining <span class=""AS"">experience</span> with quality food and wine.","and we had the worst customer service <span class=""AS"">experience</span> at a restaurant ever.","I complete the total bagel <span class=""AS"">experience</span> by having it lightly toasted.","Stepping into Casa La Femme last night was a true <span class=""AS"">experience</span> unlike any other in New York!","We were wondering why they were there to make our dining <span class=""AS"">experience</span> miserable?","I went to Ruby Foos for my birthday and enjoyed our <span class=""AS"">experience</span> there.","With so many poor <span class=""AS"">experiences</span> to be had in the theater district, is truly an excellent find!","and we had the worst customer service <span class=""AS"">experience</span> at a restaurant ever.","I would highly recommend this place to anyone who is looking for a fine Indian dining <span class=""AS"">experience</span> that is definitely a value for your dollar."
taste,,,,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the <span class=""AS"">taste</span> sensations.","I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could <span class=""AS"">taste</span> was the lime.","The ingredients <span class=""AS"">taste</span> fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.","Service is extraordinary, yet not overbearing, and the decor brings a <span class=""AS"">taste</span> of trendy SoHo into Queens.","This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of <span class=""AS"">taste</span> that she didn't like it, and I cannot comp it.","I have lived in Japan for 7 years and the <span class=""AS"">taste</span> of the food and the feel of the restaurant is like being back in Japan.","The in-house lady DJ on Saturday nights has outrageously good <span class=""AS"">taste</span> in music, and moreover, takes requests.","It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the <span class=""AS"">taste</span> was phenomenal.","uni from maine vs california, sea vs freshwater eel) to get a good <span class=""AS"">taste</span> comparison.","The in-house lady DJ on Saturday nights has outrageously good <span class=""AS"">taste</span> in music, and moreover, takes requests.","The menu choices are similar but the <span class=""AS"">taste</span> lacked more flavor than it looked.","however, it's the service that leaves a bad <span class=""AS"">taste</span> in my mouth.","I have lived in Japan for 7 years and the <span class=""AS"">taste</span> of the food and the feel of the restaurant is like being back in Japan.","My husband and I enjoyed each of the 6 <span class=""AS"">taste</span> size portions and left completely full.","I grew up eating Dosa and have yet to find a place in NY to satisfy my <span class=""AS"">taste</span> buds.","however, it's the service that leaves a bad <span class=""AS"">taste</span> in my mouth.","I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better <span class=""AS"">taste</span> of it.","Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) <span class=""AS"">taste</span> excellent when on warm pitas.","Never in my life did I think that I could be satisfied both in <span class=""AS"">taste</span> and in quantity for $3.00 in NYC.","If you're looking to <span class=""AS"">taste</span> some great Indian food and want good service, definitely visit Curry Leaf."
slice,,,,"The plain <span class=""AS"">slice</span> is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.","Joe's Pizza used to have the best <span class=""AS"">slice</span> until this pizzeria opened up.","The ingredients taste fresher, the crust is thinner and crispier, the <span class=""AS"">slice</span> is less oily, and it's never burnt like it occasionally is at Joe's.","I have tried the various <span class=""AS"">slice</span> joints around the village but this is by far the best one.","Also, top the meal with a delicious and perfect <span class=""AS"">slice</span> of tiramisu.","A quintessential <span class=""AS"">slice</span> of NYC pizza.","but i would say that i was full with a <span class=""AS"">slice</span> of pizza and 7 to count","It's only $1.95 for a regular <span class=""AS"">slice</span> and $4.00 for a slice with a mushroom, not mushrooms."
pizza,,,,"Joe's <span class=""AS"">Pizza</span> used to have the best slice until this pizzeria opened up.","This is a nice <span class=""AS"">pizza</span> place with good selection of thin crust pizza including the Basil slice.","I am reluctant to write because I would not want my jem of a <span class=""AS"">pizza</span> place to become overcrowded.","The <span class=""AS"">pizza</span> is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","The <span class=""AS"">pizza</span> was great.","But the <span class=""AS"">pizza</span> is way to expensive.","The <span class=""AS"">pizza</span> is delicious and the proprietor is one of the nicest in NYC.","I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The <span class=""AS"">Pizza</span> Place at 3am.","I have eaten at many <span class=""AS"">pizza</span> places around NYC and this is hands down the worst.","The <span class=""AS"">pizza</span> was pretty good and huge.","Went to Ottimo and was expecting outstanding <span class=""AS"">pizza</span> (as I love La Pizza Fresca).","I have eaten a lot of <span class=""AS"">pizza</span> here.","Yes, they use fancy ingredients, but even fancy ingredients don't make for good <span class=""AS"">pizza</span> unless someone knows how to get the crust right.","Awsome <span class=""AS"">Pizza</span> especially the Margheritta slice.","The <span class=""AS"">pizza</span> was delivered cold and the cheese wasn't even fully melted!","NO <span class=""AS"">PIZZA</span> 33 for me!","I've had <span class=""AS"">pizza</span> both times and the caprese salad appetizer.","- the bread at the beginning is super tasty and makes you want more - the <span class=""AS"">pizza</span> is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","This is one great place to eat <span class=""AS"">pizza</span> more out but not a good place for take-out pizza.","It took 100 years for Parisi to get around to making <span class=""AS"">pizza</span> (at least I don't think they ever made it before this year)..."
ambience,,,,"The <span class=""AS"">ambience</span> is very calm and quiet.","The <span class=""AS"">ambience</span> was so fun, and the prices were great, on top of the fact that the food was really tasty.","This place has the the correct <span class=""AS"">ambience</span> and an excellent staff to make you feel like a guest and a friend at the same time.","The food was below average, the service was pathetic, there was no <span class=""AS"">ambience</span> at all.","The <span class=""AS"">ambience</span> was so fun, and the prices were great, on top of the fact that the food was really tasty.","Service was also horrible and the <span class=""AS"">ambience</span> is not that great.","The <span class=""AS"">ambience</span> was nice, but service wasn't so great.","The <span class=""AS"">ambience</span> is pretty and nice for conversation, so a casual lunch here would probably be best.","The <span class=""AS"">ambience</span> is authentic and relaxing and we have always received attentive and prompt service.","The location and <span class=""AS"">ambience</span> is Ok but the food is what makes up for it.","The <span class=""AS"">ambience</span> is very romantic and definitely a good place to bring a date.","The prices and <span class=""AS"">ambience</span> are especially great considering it's in the West Village.","The staff was very attentive, the <span class=""AS"">ambience</span> lovely, and the food superb.","The service is good and <span class=""AS"">ambience</span> is good for a date or group outing.","The <span class=""AS"">ambience</span> is also more laid-back and relaxed.","I highly recommend Cafe St. Bart's for their food, the <span class=""AS"">ambience</span> and wonderful service.","I highly recommend Cafe St. Bart's for their food, the <span class=""AS"">ambience</span> and wonderful service.","I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for <span class=""AS"">ambience</span> then food."
prices,price,,,"The food is reliable and the <span class=""AS"">price</span> is moderate.","The <span class=""AS"">prices</span> are wonderfully low.","The ambience was so fun, and the <span class=""AS"">prices</span> were great, on top of the fact that the food was really tasty.","The food is okay and the <span class=""AS"">prices</span> here are mediocre.","and I always love, love the food, the service is always wonderful and the <span class=""AS"">prices</span> are really reasonable.","Its location is good and the fact that Hutner College is near and their <span class=""AS"">prices</span> are very reasonable, makes students go back to Suan again and again.","Anyway, the food is good, the <span class=""AS"">price</span> is right and they have a decent wine list.","Quality ingredients preparation all around, and a very fair <span class=""AS"">price</span> for NYC.","And it all comes at a very reasonable <span class=""AS"">price</span> (congee, noodles, and rice dishes are no more than $3-6 each).","Even though its good seafood, the <span class=""AS"">prices</span> are too high.","The <span class=""AS"">prices</span> cannot be beat for the quality, quantity, freshness and taste.","Try the Pad Thai, it's fabulous and their <span class=""AS"">prices</span> are so cheap!","I had the salmon dish and while it was fine, for the <span class=""AS"">price</span> paid, I expected it to have some type of flavor.","The ambience was so fun, and the <span class=""AS"">prices</span> were great, on top of the fact that the food was really tasty.","I had a terrific meal, and our server guided us toward a very nice wine in our <span class=""AS"">price</span> range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","Its location is good and the fact that Hutner College is near and their <span class=""AS"">prices</span> are very reasonable, makes students go back to Suan again and again.","I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the <span class=""AS"">price</span> you pay for a popular place.","But when you are seated the waitresses are great, they explain everything on the menu, and the <span class=""AS"">price</span> of the food is really cheap for the service you get.","The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable <span class=""AS"">price</span> (if bought by the pound).","For those <span class=""AS"">prices</span> and the dressed up atmosphere you expect more and should get more."
selection,,,,"This is a nice pizza place with good <span class=""AS"">selection</span> of thin crust pizza including the Basil slice.","Two complaints- their appetizer <span class=""AS"">selection</span> stinks, it would be nice to get some mozzarella sticks on the menu.","The large <span class=""AS"">selection</span> of bruschettas, paninis, tramezzinis keep the palate from stagnating.","good <span class=""AS"">selection</span> of wines ranging from affordable to high end.","Decent wine <span class=""AS"">selection</span> too.","Not much of a <span class=""AS"">selection</span> of bottled beer either, we went with Brahma.","But, hey, there is anything better with a decent vegetarian <span class=""AS"">selection</span> in Astoria.","They have an excellent <span class=""AS"">selection</span> (the rolls with crab are really great).","Wine list <span class=""AS"">selection</span> is good and wine-by-the-glass was generously filled to the top.","The <span class=""AS"">selection</span> changes frequently but the basic dishes are always available.","It has good music, nice tapas, an interesting <span class=""AS"">selection</span> of wines (primarily Spanish) and a lowkey hip neighborhood clientele.","They have a huge <span class=""AS"">selection</span> of different cream cheeses and all of their salads are great.","The wine <span class=""AS"">selection</span> (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.","Food was very good as well, considering that we tried the budget <span class=""AS"">selection</span> (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","Don't go alone---even two people isn't enough for the whole experience, with pickles and a <span class=""AS"">selection</span> of meats and seafoods.","The <span class=""AS"">selection</span> of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.","The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive <span class=""AS"">selection</span> of wines.","Two complaints- their appetizer <span class=""AS"">selection</span> stinks, it would be nice to get some mozzarella sticks on the menu.","Great beer <span class=""AS"">selection</span> too, something like 50 beers.","The drinks are always welll made and wine <span class=""AS"">selection</span> is fairly priced."
crust,,,,"This is a nice pizza place with good selection of thin <span class=""AS"">crust</span> pizza including the Basil slice.","Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the <span class=""AS"">crust</span> right.","The sauce is delicious and the <span class=""AS"">crust</span> is perfect.","The ingredients taste fresher, the <span class=""AS"">crust</span> is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.","Likewise if you like really thin <span class=""AS"">crust</span> or really big slices then Nick and Joe's may not be your favorite.","The sauce is zesty and flavorful and the <span class=""AS"">crust</span> is nice and crispy.","The <span class=""AS"">crust</span> is thin, the ingredients are fresh and the staff is friendly.","But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed <span class=""AS"">crust</span> and less tomato sauce than usual).","Pizza - the only pizza in NYC that should not have additional toppings - the <span class=""AS"">crust</span> tastes like the best, freshly baked bread!","A new Jazz Bar, the most fantastic Dining Garden, the Best Thin <span class=""AS"">Crust</span> Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!","cirspy <span class=""AS"">crust</span> margherita pizza"
appetizers,appetizer,,,"A different server enhanced the fun, dumping our entrees in front of us halfway through our <span class=""AS"">appetizer</span> (which was delicious).","but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the <span class=""AS"">appetizer</span> section.","Two complaints- their <span class=""AS"">appetizer</span> selection stinks, it would be nice to get some mozzarella sticks on the menu.","We could only get through an <span class=""AS"">appetizer</span> and cheese fondue.","I ordered the smoked salmon and roe <span class=""AS"">appetizer</span> and it was off flavor.","We were fast to order the <span class=""AS"">appetizer</span> platter since we were very hungry.","I ordered the smoked salmon and roe <span class=""AS"">appetizer</span> and it was off flavor.","Downtown Dinner 2002 - Prixe fix: <span class=""AS"">Appetizers</span> were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.","We always get a sampling of <span class=""AS"">appetizers</span> and share.","The baked clams octopus we shared as <span class=""AS"">appetizers</span> were the best we've ever had!!","The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great <span class=""AS"">appetizer</span> to share!","The <span class=""AS"">appetizers</span> are just OK and the main courses were decidedly subpar.","My host asked for <span class=""AS"">appetizers</span> for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.","The halibut cheek <span class=""AS"">appetizer</span> came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal.","The portions are HUGE, so it might be good to order three things to split (rather than one <span class=""AS"">appetizer</span> and entree per person) for two people.","The bread we received was horrible - rock hard and cold - and the ""free"" <span class=""AS"">appetizer</span> of olives was disappointing.","$160 for 2 filets, 2 sides, an <span class=""AS"">appetizer</span> and drinks.","The lone argentine chorizo <span class=""AS"">appetizer</span> at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.","The <span class=""AS"">appetizers</span> are ok, but the service is slow.","It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from <span class=""AS"">appetizers</span> to entrees) was delectable."
everything,,,,"Overall the restaurant is more expensive than our other sushi favorites, but <span class=""AS"">everything</span> was delicious.","From the entrees to the sides to the drinks, <span class=""AS"">everything</span> was creatively prepared yet still simple.","Despite a slightly limited menu, <span class=""AS"">everything</span> prepared is done to perfection, ultra fresh and a work of food art.","Even my Indian friend couldn't believe how good and tasty <span class=""AS"">everything</span> was.","The rest of the menu is limited by <span class=""AS"">everything</span> is good eats.","You will find <span class=""AS"">everything</span> about Trio to your liking!","I highly recommend the fish tacos, <span class=""AS"">everything</span> else was ok.","The jukebox plays <span class=""AS"">everything</span> from Italian Opera to The Strokes.","The hostess and the waitress were incredibly rude and did <span class=""AS"">everything</span> they could to rush us out.","But when you are seated the waitresses are great, they explain <span class=""AS"">everything</span> on the menu, and the price of the food is really cheap for the service you get.","The service was spectacular as the waiter knew <span class=""AS"">everything</span> about the menu and his recommendations were amazing!","Try <span class=""AS"">everything</span> for that matter, it is all good.","We order a bit of <span class=""AS"">everything</span> on the menu.","Try the olive cream cheese or the lox spread on a whole wheat <span class=""AS"">everything</span> bagel.","Try <span class=""AS"">everything</span> for that matter, it is all good.","While the room is not particularly comfortable, once you're seated you'll forget about <span class=""AS"">everything</span> except what's on your plate.","Maybe the secret was that we went on a Sunday night and <span class=""AS"">everything</span> was great.","They sell special sushi, <span class=""AS"">everything</span> have a topping, sauce and etc.","Overall the restaurant is more expensive than our other sushi favorites, but <span class=""AS"">everything</span> was delicious.","Fresh ingredients and <span class=""AS"">everything</span> is made to order."
sushi,,,,"Overall the restaurant is more expensive than our other <span class=""AS"">sushi</span> favorites, but everything was delicious.","It's boring on the inside, and our <span class=""AS"">sushi</span> was pretty below average...","The <span class=""AS"">sushi</span> seemed pretty fresh and was adequately proportioned.","The <span class=""AS"">sushi</span> is cut in blocks bigger than my cell phone.","They need a kick out of it but until then the <span class=""AS"">sushi</span> is pretty good and the place is consistent.","believe us, we've been eating <span class=""AS"">sushi</span> for over 15 yrs.","All in all, this midtown gem instantly became one of my favorite <span class=""AS"">sushi</span> restaurants in the city.","Not only was the <span class=""AS"">sushi</span> fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!","Furthermore, the rice had no seasoning, so the <span class=""AS"">sushi</span> was bland and disgusting.","The fish is fresh and each piece is sliced to perfection and seasoned by the <span class=""AS"">sushi</span> chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).","Just moved to the neighborhood and we've been trying all the West Village <span class=""AS"">Sushi</span> restaurants.","but I feel obligated...while sitting at the <span class=""AS"">sushi</span> bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor","Highly recommend this as great value for excellent <span class=""AS"">sushi</span> and service.","I tend to judge a <span class=""AS"">sushi</span> restaurant by its sea urchin, which was heavenly at sushi rose.","Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant <span class=""AS"">sushi</span> there is no better place in New York or anywhere in the US.","If you don't mind pre-sliced low quality fish, unfriendly staff and a <span class=""AS"">sushi</span> chef that looks like he is miserable then this is your place.","Harumi <span class=""AS"">Sushi</span> has the freshest and most delicious array of sushi in NYC.","Good for a quick <span class=""AS"">sushi</span> lunch.","I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious <span class=""AS"">sushi</span> lovers, we sat at the sushi bar to be closer to the action.","Great <span class=""AS"">sushi</span> experience."
bistro,,,,"Leon is an East Village gem: casual but hip, with well prepared basic French <span class=""AS"">bistro</span> fare, good specials, a warm and lively atmosphere.","Super friendly and knowledgable staff, fabulous <span class=""AS"">bistro</span> fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","While the staff at this little <span class=""AS"">bistro</span> is very friendly, I have never experienced more incompetency.","My wife and I recently visited the <span class=""AS"">bistro</span> for dinner and had a wonderful experience.","If you want a casual neighborhood <span class=""AS"">bistro</span> that has great food and excellent service, this is the place.","We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with <span class=""AS"">bistro</span> fare have made us return and return.","This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a <span class=""AS"">bistro</span> in a back alley in Paris.","This quiet dark asian <span class=""AS"">bistro</span> is well worth the trip.","Leon is an East Village gem: casual but hip, with well prepared basic French <span class=""AS"">bistro</span> fare, good specials, a warm and lively atmosphere.","The place is a <span class=""AS"">BISTRO</span> which means: simple dishes and wine served efficiently in a bustling atmosphere.","The place is a <span class=""AS"">BISTRO</span> which means: simple dishes and wine served efficiently in a bustling atmosphere."
menu,,,,"The <span class=""AS"">menu</span> is limited but almost all of the dishes are excellent.","This wasn't the expected <span class=""AS"">menu</span> comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.","Spice is sleek, modern and cool with a <span class=""AS"">menu</span> that will not hurt your wallet.","We visited Bread Bar during January restaurant week and were so pleased with the <span class=""AS"">menu</span> selections and service.","The rest of the <span class=""AS"">menu</span> is limited by everything is good eats.","For some reason, all the seafood on the <span class=""AS"">menu</span> was unavailable except for the Salmon.","While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the <span class=""AS"">menu</span> has been overhauled.","Thick fries, meaty chili and stuffed baked potatoes round out a <span class=""AS"">menu</span> that includes a cool, ultra-thick chocolate Frosty.","Everything on the <span class=""AS"">menu</span> is great.","They have a very diverse <span class=""AS"">menu</span> so its something for everybody.","The <span class=""AS"">menu</span> is nothing like the one on the website.","The food can get pricey but the prixe fixe tasting <span class=""AS"">menu</span> is the greatest food for a good price","The <span class=""AS"">menu</span> is limited but almost all of the dishes are excellent.","With the great variety on the <span class=""AS"">menu</span> , I eat here often and never get bored .","With the great variety on the <span class=""AS"">menu</span> , I eat here often and never get bored .","Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing <span class=""AS"">menu</span> keep us coming back.","During our trip to NYC, we made reservations to dine in the pool room of the Four Seasons for their pre-theater <span class=""AS"">menu</span> (offering a modified menu for $65 pp).","We've been to Grocery three times and not once has an item on the <span class=""AS"">menu</span> disappointed.","The service was spectacular as the waiter knew everything about the <span class=""AS"">menu</span> and his recommendations were amazing!","I asked for a <span class=""AS"">menu</span> and the same waitress looked at my like I was insane."
bagels,bagel,,,"Great <span class=""AS"">bagels</span> made the old-fashioned way.","The <span class=""AS"">bagels</span> always warm, soft on the inside, crispy on the outside and enormous in size.","Pick a bagel has the best <span class=""AS"">bagels</span> in the city.","Pick a <span class=""AS"">bagel</span> has the best bagels in the city.","Great <span class=""AS"">bagels</span> made the old-fashioned way.","Good spreads, great beverage selections and <span class=""AS"">bagels</span> really tasty.","Also a little more expensive than your average <span class=""AS"">bagel</span> place.","I complete the total <span class=""AS"">bagel</span> experience by having it lightly toasted.","Good spreads, great beverage selections and <span class=""AS"">bagels</span> really tasty.","The <span class=""AS"">bagel</span> was huge.","Better than the <span class=""AS"">bagel</span> shop on the corner, but not worth going out of your way for, in my opinion.","I complete the total <span class=""AS"">bagel</span> experience by having it lightly toasted.","Their <span class=""AS"">bagels</span> are fine, but they are a little overcooked, and not really a 'special' bagel experience.","The <span class=""AS"">bagels</span> are also reasonably priced for NYC.","Overall, the best <span class=""AS"">bagel</span> in town.","Better than the <span class=""AS"">bagel</span> shop on the corner, but not worth going out of your way for, in my opinion.","We live in New Jersey and whenever we go into New York City we buy <span class=""AS"">bagels</span> to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car","The workers there also absolutely load the <span class=""AS"">bagel</span> with cream cheese (gets a little messy).","When I lived upstate for a while I would buy freeze the <span class=""AS"">bagels</span> and they would still be better than any else.","Good <span class=""AS"">bagels</span> and good cream cheese."
people,,,,"If I could rate the <span class=""AS"">people</span> this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.","Waiters tend to forget drinks completely, food portions are so tiny, two <span class=""AS"">people</span> have trouble sharing one entree.","The <span class=""AS"">people</span> in the restaurant were pretty obnoxious and loud.","Which impresses me for having such a large amount of <span class=""AS"">people</span> to serve.","Look I dont know if the <span class=""AS"">people</span> who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).","Even for two very hungry <span class=""AS"">people</span> there is plenty of food left to be taken home (it reheats really well also).","The service is ok, some of the <span class=""AS"">people</span> didn't get what they asked for.","All the <span class=""AS"">people</span> that I bring there go back on their own and bring THEIR friends!","Saturday, Nov. 6th I had a group from work come in with about 35 <span class=""AS"">people</span> and the staff was amazing to accomodate us.","Service was slow, but the <span class=""AS"">people</span> were friendly.","If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no <span class=""AS"">people</span> or food watching (choose the ones on the ground level that have glass ceilings","Two <span class=""AS"">people</span> in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","Thalia is a beautiful restaurant with beautiful <span class=""AS"">people</span> serving you, but the food doesn't quite match up.","I don't appreciate places or <span class=""AS"">people</span> that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).","Regardless of whether there are two <span class=""AS"">people</span> or two hundred people ahead of you the hostess will take your name and tell you Five minutes.","Great idea and base for restaurant, but work on the details, <span class=""AS"">people</span> who think this was good need to go back to the shore towns and rethink what it should have tasted like.","Such nice <span class=""AS"">people</span> working here - but I have to review the food.","Thalia is a beautiful restaurant with beautiful <span class=""AS"">people</span> serving you, but the food doesn't quite match up.","It's a place for <span class=""AS"">people</span> who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.","But <span class=""AS"">people</span> from Sichuan will die for it)  -"
