Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
cheese,,,,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat <span class=""AS"">cheese</span> and walnuts--are equally scrumptious.","The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian <span class=""AS"">cheese</span> that I'd never heard of before.","The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded <span class=""AS"">cheese</span> common to most pizzaria's.","Both the fresh mozzerella slices and the Plain <span class=""AS"">Cheese</span> slice are phenomenal.","We got no <span class=""AS"">cheese</span> offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.","Mine was a little burnt but still delicious with goat <span class=""AS"">cheese</span> and panchetta (raddichio was kind of bitter though).","Mine was a little burnt but still delicious with goat <span class=""AS"">cheese</span> and panchetta (raddichio was kind of bitter though).","but their mac <span class=""AS"">cheese</span> was YUMMY!","They came out over cooked and the <span class=""AS"">cheese</span> was almost non existant.","It looked like shredded <span class=""AS"">cheese</span> partly done - still in strips.","The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian <span class=""AS"">cheese</span> that I'd never heard of before.","Innovations are just as assured, from the simple Carinthia <span class=""AS"">cheese</span> ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.","The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat <span class=""AS"">cheese</span> salad was missing the goat cheese, the penne w/ chicken had bones in it...","I can't believe people complain about no <span class=""AS"">cheese</span> sticks?","We started with the scallops and asparagus and also had the soft shell crab as well as the <span class=""AS"">cheese</span> plate.","From the erbazzone emiliana to the mostarda on the <span class=""AS"">cheese</span> plate, the dishes at this restaurant are all handled with delicate care.","Fresh veggies, all sorts of middle eastern spreads, <span class=""AS"">cheese</span> and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious.","The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the <span class=""AS"">cheese</span> is great, really heightens the flavor of all the other components.","The wine and <span class=""AS"">cheese</span> plate are plentiful and can't wait to try the fondue or table grilling.","The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded <span class=""AS"">cheese</span> common to most pizzaria's."
falafel,,,,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style <span class=""AS"">falafel</span> wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious.","The chicken and <span class=""AS"">falafel</span> platters were nondescript combinations with fresh leaf salad."
brunch,,,,"Since my first dinner I have had the chance to have <span class=""AS"">brunch</span> at Orsay 3x.","I stopped by for some <span class=""AS"">brunch</span> today and had the vegan cranberry pancakes and some rice milk.","The omlette for <span class=""AS"">brunch</span> is great...","I have been here a few times for dinner, once for <span class=""AS"">brunch</span> and twice for lunch.","Great for groups, great for a date, great for early <span class=""AS"">brunch</span> or a nightcap.","Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz <span class=""AS"">brunch</span> with great live jazz (the chilaquiles were awesome!","their <span class=""AS"">brunch</span> menu had something for everyone."
beer,,,,"I liked the <span class=""AS"">beer</span> selection!","Ummm...the <span class=""AS"">beer</span> was cold.","There was a great deal for 6 Blue Point oysters and a <span class=""AS"">beer</span> or glass of wine for $8!","I am a 100 lb girl, had a glass of wine and a glass of <span class=""AS"">beer</span> prior to the dinner, and I was still HUNGRY after my visit to this place!","I started out with a Bombay <span class=""AS"">beer</span> which was big enough for two.","There was no tap <span class=""AS"">beer</span> that evening, which was a disappointment.","instead ordered an ice cold <span class=""AS"">beer</span> which to me works with indian."
jewel,,,,"At night the atmoshere changes turning into this hidden <span class=""AS"">jewel</span> that is waiting to be discovered.","i would recommend <span class=""AS"">Jewel</span> Bako if you want to feel like you were kicked in the groin and had to pay for it too.","Off the beaten path, this <span class=""AS"">jewel</span> of a restaurant shines just one block away from the plethora of 6th street Indian restaurants."
people,,,,"All the <span class=""AS"">people</span> that I bring there go back on their own and bring THEIR friends!","Saturday, Nov. 6th I had a group from work come in with about 35 <span class=""AS"">people</span> and the staff was amazing to accomodate us.","It's a place for <span class=""AS"">people</span> who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.","Such nice <span class=""AS"">people</span> working here - but I have to review the food.","Thalia is a beautiful restaurant with beautiful <span class=""AS"">people</span> serving you, but the food doesn't quite match up.","Why do <span class=""AS"">people</span> rave about the ambience.","Our waiter and all of the <span class=""AS"">people</span> helping him were attentive and genuine.","I like Cafe Noir dont get me wrong, it is jsut that the <span class=""AS"">people</span> who work there are evil and incompetent!!","I'm just reading some of these reviews and its nonsense that <span class=""AS"">people</span> are reviewing some places because it was too loud.","I like Cafe Noir dont get me wrong, it is jsut that the <span class=""AS"">people</span> who work there are evil and incompetent!!","After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for <span class=""AS"">people</span> with reservations.","There is a lot of variety even for <span class=""AS"">people</span> who eat vegetarian like me.","I've read some of the previews reviews - <span class=""AS"">people</span> are either not New Yorkers or have more appreciation for ambience then food.","You'll see a lot of <span class=""AS"">people</span> eating there after church.","I don't appreciate places or <span class=""AS"">people</span> that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).","I recommend getting a reservation even though we saw <span class=""AS"">people</span> seated without one.","too large for just two <span class=""AS"">people</span> but nothing was left.","Service was slow, but the <span class=""AS"">people</span> were friendly.","And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at <span class=""AS"">people</span> who are there to help you make the rent?","The <span class=""AS"">people</span> that work there are always so friendly you forget you are in New York sometimes."
find,,,,"Great <span class=""AS"">find</span> in the West Village!","I was literally going to explode, but instead, my boyfriend took the bill and went to <span class=""AS"">find</span> the manager.","Having been a long time Ess-a-Bagel fan, I was surpised to <span class=""AS"">find</span> myself return time and time again to Murray's.","Winnie and her staff are the best crew you can <span class=""AS"">find</span> serving you.","In such a crappy part of town to <span class=""AS"">find</span> a good value for lunch, this place is great.","But for the Shabu Shabu, you won't <span class=""AS"">find</span> much better in NY.","The rolls are creative and I have yet to <span class=""AS"">find</span> another sushi place that serves up more inventive yet delicious japanese food.","I <span class=""AS"">find</span> that most Kosher restaurants are average to good, but this has been the best I've eaten so far.","When he finally did, he was unable to make a gin and tonic -- couldn't <span class=""AS"">find</span> tonic.","well, i didn't <span class=""AS"">find</span> it there, and trust, i have told everyone i can think of about my experience.","Really, I <span class=""AS"">find</span> it rather scandalous that such a crappy restaurant attracts such crowds--this, in the city of a million restaurants, at least 9/10 of which are way better than this one.","Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to <span class=""AS"">find</span> something, rather go across the street to Tamari.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will <span class=""AS"">find</span> in the area.","Winnie and her staff are the best crew you can <span class=""AS"">find</span> serving you.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will <span class=""AS"">find</span> in the area.","I have been in NYC for over 10 years and could not <span class=""AS"">find</span> this delicacy east of the Hudson .","If you live in new york city, you'll <span class=""AS"">find</span> better food at small restaurants outside of time square and spend half the amount.","I always <span class=""AS"">find</span> myself sitting next to someone in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.","I grew up eating Dosa and have yet to <span class=""AS"">find</span> a place in NY to satisfy my taste buds.","I often <span class=""AS"">find</span> myself with time to kill in Times Square, which is a shame since I don't love this area."
setting,,,,"I'd highly recommend it for a special occasion -- it provides and intimate <span class=""AS"">setting</span> and nice service.","Sure, the <span class=""AS"">setting</span> is nice.","The <span class=""AS"">setting</span> is casual and romantic.","in a great homey <span class=""AS"">setting</span> with great music.","you really can't top the <span class=""AS"">setting</span> for a romantic dinner in NYC.","The <span class=""AS"">setting</span> is casual and romantic."
occasion,,,,"I'd highly recommend it for a special <span class=""AS"">occasion</span> -- it provides and intimate setting and nice service.","No doubt the next time we want to go out for a special <span class=""AS"">occasion</span> or are entertaining guests from out of town, Spirit and Bateaux will be our destination.","i have eaten here on a different <span class=""AS"">occasion</span> - the food is mediocre for the prices.","Definitely a great spot for a nice <span class=""AS"">occasion</span> or date.","I completely recommend Casa La Femme for any special <span class=""AS"">occasion</span> and to REALLY impress your date.","Once you try it for a special <span class=""AS"">occasion</span> beware.. you can't stop!","Every time I have a special <span class=""AS"">occasion</span> with my boyfriend"
point,,,,"The service was on <span class=""AS"">point</span> - what else you would expect from a Ritz?","Every time in New York I make it a <span class=""AS"">point</span> to visit Restaurant Saul on Smith Street.","Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low <span class=""AS"">point</span> of their Sterling track record.","There was a great deal for 6 Blue <span class=""AS"">Point</span> oysters and a beer or glass of wine for $8!","We refused to pay for it because at this <span class=""AS"">point</span> it had nothing to do with the food anymore.","And when I visit her I make it a <span class=""AS"">point</span> to eat at 'Ino at least once daily if not once for the whole trip.","Yes, I ate the food, but I certainly would not have if I had seen the maggot before eating, and I was at this <span class=""AS"">point</span> fairly sick to my stomach.","The hostess is rude to the <span class=""AS"">point</span> of being offensive.","The only possible drawback to this last <span class=""AS"">point</span> is that as of the date of this posting, the additional menu items are only written in Chinese.","I know this is the case in many nyc eateries, but here, they really cram you in to the <span class=""AS"">point</span> where it's borderline uncomfortable.","Being a vegan myself, I've made a <span class=""AS"">point</span> of trying all the vegan restaurants in Manhattan--and Zen Palate is easily my favorite.","We liked it so much, that we will always make it a <span class=""AS"">point</span> to dine here when we visit New York.","The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you <span class=""AS"">point</span> at."
fusion,,,,"Raga stands out with an interesting <span class=""AS"">fusion</span> of French and Indian cooking.","These innovators of french indian <span class=""AS"">fusion</span> do a great job of making dishes as interesting as possible while still being accessible.","This lovely French-Asian <span class=""AS"">fusion</span> restaurant stands out amongst other great restaurants on Smith Street.","I am not sure if I would call the food here Indian as it is a <span class=""AS"">fusion</span> of what seems to be French with an Indian or exotic touch.","The food is very average...the Thai <span class=""AS"">fusion</span> stuff is a bit too sweet, every thing they serve is too sweet here."
chicken,,,,"and when I'm craving for Pho, Lemon grass <span class=""AS"">chicken</span> or Beef Cube on rice","The only thing I moderately enjoyed was their Grilled <span class=""AS"">Chicken</span> special with Edamame Puree.","noodles with shrimp and <span class=""AS"">chicken</span> and coconut juice is the MUST!","The <span class=""AS"">chicken</span> and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.","Half a <span class=""AS"">chicken</span> with a mountain of rice and beans for $6.25.","I had roast <span class=""AS"">chicken</span> and a salad.","Especially liked <span class=""AS"">chicken</span> tikka and the naan, and the dals.","They have a very good <span class=""AS"">chicken</span> with avocado and good tuna as well.","I recommend the jelly fish, drunken <span class=""AS"">chicken</span> and the soupy dumplings, certainly the stir fry blue crab.","The falafal was rather over cooked and dried but the <span class=""AS"">chicken</span> was fine.","If you like spicy food get the <span class=""AS"">chicken</span> vindaloo.","We ordered the <span class=""AS"">chicken</span> casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","Yum, the <span class=""AS"">chicken</span> is great here.","I LOVE their Thai noodles with shrimp and <span class=""AS"">chicken</span> and coconut juice is the MUST!","The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ <span class=""AS"">chicken</span> had bones in it...","The <span class=""AS"">chicken</span> pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the <span class=""AS"">chicken</span> on it!!!!!!!!!!!!","We ordered our appetizers, I ordered the <span class=""AS"">chicken</span> and my boyfriend the salmon.","I've had the <span class=""AS"">chicken</span> with garlic sauce, chicken with black bean sauce, and hunan chicken.","Our agreed favorite is the orrechiete with sausage and <span class=""AS"">chicken</span> (usually the waiters are kind enough to split the dish in half"
selection,,,,"Food was very good as well, considering that we tried the budget <span class=""AS"">selection</span> (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","Two complaints- their appetizer <span class=""AS"">selection</span> stinks, it would be nice to get some mozzarella sticks on the menu.","The <span class=""AS"">selection</span> of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.","But, hey, there is anything better with a decent vegetarian <span class=""AS"">selection</span> in Astoria.","Slightly above average wines start at $70+ with only one <span class=""AS"">selection</span> listed at $30+.","They have a huge <span class=""AS"">selection</span> of different cream cheeses and all of their salads are great.","This is a nice pizza place with good <span class=""AS"">selection</span> of thin crust pizza including the Basil slice.","Wine list <span class=""AS"">selection</span> is good and wine-by-the-glass was generously filled to the top.","Decent wine <span class=""AS"">selection</span> too.","The <span class=""AS"">selection</span> changes frequently but the basic dishes are always available.","The large <span class=""AS"">selection</span> of bruschettas, paninis, tramezzinis keep the palate from stagnating.","The drinks are always welll made and wine <span class=""AS"">selection</span> is fairly priced.","Slightly above average wines start at $70+ with only one <span class=""AS"">selection</span> listed at $30+.","The drinks are always welll made and wine <span class=""AS"">selection</span> is fairly priced.","The wine <span class=""AS"">selection</span> (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.","They have a huge <span class=""AS"">selection</span> of different cream cheeses and all of their salads are great.","Don't go alone---even two people isn't enough for the whole experience, with pickles and a <span class=""AS"">selection</span> of meats and seafoods.","The boutique <span class=""AS"">selection</span> of wines covers a wide variety without being imposeing.","It has good music, nice tapas, an interesting <span class=""AS"">selection</span> of wines (primarily Spanish) and a lowkey hip neighborhood clientele.","good <span class=""AS"">selection</span> of wines ranging from affordable to high end."
kitchen,,,,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their <span class=""AS"">kitchen</span> might want to check the cleanliness of their prep stations.","Admittedly some nights inside the restaurant were rather warm, but the open <span class=""AS"">kitchen</span> is part of the charm.","While their <span class=""AS"">kitchen</span> food is delicious, their Sushi is out of this world.","Admittedly some nights inside the restaurant were rather warm, but the open <span class=""AS"">kitchen</span> is part of the charm.","The food is uniformly exceptional, with a very capable <span class=""AS"">kitchen</span> which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Plus, when our entrees were held up in the <span class=""AS"">kitchen</span> on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!","While their <span class=""AS"">kitchen</span> food is delicious, their Sushi is out of this world."
hour,,,,"Deliveries often take up to an <span class=""AS"">hour</span> and the prices are higher than most other pizzerias in the area.","I've waited over one <span class=""AS"">hour</span> for food.","As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an <span class=""AS"">hour</span> later!","On our last visit, they skipped over our name on the list, leaving us waiting an extra <span class=""AS"">hour</span> for a table.","The happy <span class=""AS"">hour</span> is so cheap, but that does not reflect the service or the atmosphere.","We weren't even at our table for more than an <span class=""AS"">hour</span> total.","My co-workers had to wait almost an <span class=""AS"">hour</span> for delivery, only to discover that what they got was not what they ordered.","We had a 3 <span class=""AS"">hour</span> brunch-","At $120 for two people, however, this in no way represents value, unless you're looking to pay by the <span class=""AS"">hour</span> for passive-aggressive torture.","Of course this atmosphere is lacking, but what do you expect from a 24 <span class=""AS"">hour</span> bagel place anyways?","We weren't even at our table for more than an <span class=""AS"">hour</span> total.","All I can say is $2 pints during happy <span class=""AS"">hour</span> and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.","It took half an <span class=""AS"">hour</span> to get our check, which was perfect since we could sit, have drinks and talk!","Both times we waited well over a half <span class=""AS"">hour</span> for a table (even though we had reservations).","For each course we waited over 1/2 <span class=""AS"">hour</span> to 45 minutes and were never offered a drink.","Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an <span class=""AS"">hour</span> the service is so bad.","It was rather pathetic that it took them over an <span class=""AS"">hour</span> to seat us."
ice cream,,,,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio <span class=""AS"">ice cream</span> (the best and freshest I've ever had).","My husband had the mesclun, salmon, and <span class=""AS"">ice cream</span> and he enjoyed all 3 courses."
shrimp,,,,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole <span class=""AS"">shrimp</span> to the amazing pistachio ice cream (the best and freshest I've ever had).","The spicy tuna roll was unusually good and the rock <span class=""AS"">shrimp</span> tempura was awesome, great appetizer to share!","noodles with <span class=""AS"">shrimp</span> and chicken and coconut juice is the MUST!","try the spicy <span class=""AS"">shrimp</span> appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.","I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of <span class=""AS"">shrimp</span> and basil.","My wife had the fried <span class=""AS"">shrimp</span> which are huge and loved it.","My wife had the fried <span class=""AS"">shrimp</span> which are huge and loved it.","The lobster sandwich is good and the spaghetti with Scallops and <span class=""AS"">Shrimp</span> is great.","You must try the <span class=""AS"">shrimp</span> appetizers.","For appetizers, I recommend the <span class=""AS"">shrimp</span> fritters and dumplings.","You must try the <span class=""AS"">shrimp</span> appetizers.","I fell in love with the egg noodles in the beef broth with <span class=""AS"">shrimp</span> dumplings and slices of BBQ roast pork.","Stick to the items the place does best, brisket, ribs, wings, cajun <span class=""AS"">shrimp</span> is good, not great.","I LOVE their Thai noodles with <span class=""AS"">shrimp</span> and chicken and coconut juice is the MUST!","The lobster sandwich is good and the spaghetti with Scallops and <span class=""AS"">Shrimp</span> is great.","i had a delicious <span class=""AS"">shrimp</span> creole.","Also, the chick peas with <span class=""AS"">shrimp</span> (appetizer) is divine.","My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of <span class=""AS"">shrimp</span> and squid, and was unnecessarily heated with a burner.","I believe there were 2 <span class=""AS"">shrimp</span> in the ""salt encrusted shrimp"" appetizer.","I fell in love with the egg noodles in the beef broth with <span class=""AS"">shrimp</span> dumplings and slices of BBQ roast pork."
lamb,,,,"The dishes offered were unique, very tasty and fresh from the <span class=""AS"">lamb</span> sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the <span class=""AS"">lamb</span> vindaloo is great.","The chicken and steak were seasoned and cooked to perfection, and the <span class=""AS"">lamb</span> sandwhich is great for heartier appetites.","I choose to go with one of the special, the braised <span class=""AS"">lamb</span> shank in red wine, which was excellent.","The bread and <span class=""AS"">lamb</span> chops","We ordered <span class=""AS"">lamb</span> which was perfectly cooked and tasted awesome.","I went this past Saturday and had a excellent meal of consisting of a braised <span class=""AS"">lamb</span> shank with mashed potatoes.","stick with the chicken, beef, and <span class=""AS"">lamb</span> dishes.","The <span class=""AS"">lamb</span> was tender so full of flavor, the dessert was divine!!","Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, <span class=""AS"">lamb</span> kebabs, cheese baclava... soooo much fooood, and all of it delicious.","Whether it's the parmesean porcini souffle or the <span class=""AS"">lamb</span> glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.","I choose to go with one of the special, the braised <span class=""AS"">lamb</span> shank in red wine, which was excellent.","Quality of food is excellent and price is cheap, stick to pork, fish, chicken, <span class=""AS"">lamb</span> and vegetables.","I haven't eat a <span class=""AS"">lamb</span> chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","The comments about fried foods is correct (below) but the other dishes, including the <span class=""AS"">lamb</span> entree and many of the salads (avocado shrimp) were quite good.","The <span class=""AS"">lamb</span> meat was under-cooked and EXTRMELY CHEWY.","I had the <span class=""AS"">Lamb</span> special which was perfect.","Whether it's the parmesean porcini souffle or the <span class=""AS"">lamb</span> glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
lunch,,,,"It's great to go for a quick <span class=""AS"">lunch</span> either alone or with a friend.","just got back from <span class=""AS"">lunch</span> at Tamarind and it was excellent.","As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during <span class=""AS"">lunch</span> time.","We went here for <span class=""AS"">lunch</span> a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","It's a great place to pick up a cheap <span class=""AS"">lunch</span> or dinner.","I've been here 3 times for <span class=""AS"">lunch</span> and it is one of my favorites in the city.","We went here for <span class=""AS"">lunch</span> a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","The ambience is pretty and nice for conversation, so a casual <span class=""AS"">lunch</span> here would probably be best.","How pretentious and inappropriate for MJ Grill to claim that it provides power <span class=""AS"">lunch</span> and dinners!","This is a consistently great place to dine for <span class=""AS"">lunch</span> or dinner.","The ambience is pretty and nice for conversation, so a casual <span class=""AS"">lunch</span> here would probably be best.","Also good for client <span class=""AS"">lunch</span> meetings, esp.","I went there for <span class=""AS"">lunch</span> and it was not as good as I expected from the reviews I read.","Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 <span class=""AS"">lunch</span> buffet makes it an even better choice for lunch!","Was her Monday for <span class=""AS"">lunch</span> - was working on a film in the area - and found this rare jewel.","Excellent <span class=""AS"">lunch</span> buffet for only $6.95.","The food was very expensive (we spent $160 for <span class=""AS"">lunch</span> for two) but extremely tasty.","We go often for <span class=""AS"">lunch</span> and the place is packed.","I do not recommend <span class=""AS"">lunch</span> specials just because it tasts the same with other regular chinese restaurant.","I have been to spice three times- twice during <span class=""AS"">lunch</span> and once at dinner."
side,,,,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in <span class=""AS"">side</span> orders.","The <span class=""AS"">side</span> dishes were passable, and I did get a refill upon request.","Unless you are eating in the Pizzeria <span class=""AS"">side</span> of this place, and are not in a rush, this place is a bad idea.","(2) egg custards and pork buns at either bakery on west <span class=""AS"">side</span> of Mott street just south of Canal.","The one on the east <span class=""AS"">side</span> is much better than the one on the west side.","Secondly, on this night the place was overwhelmed by upper east <span class=""AS"">side</span> ladies perfume.","Slightly on the pricey <span class=""AS"">side</span> but worth it!","There's something smooth about sipping sake upper east <span class=""AS"">side</span> style.","The decor is vibrant and eye-pleasing with several semi-private boths on the right <span class=""AS"">side</span> of the dining hall, which are great for a date.","a Broadway set for West <span class=""AS"">Side</span> Story and the inside of Po is","Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West <span class=""AS"">Side</span> minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","Try it <span class=""AS"">side</span> by side and there's no comparison.","The decor is vibrant and eye-pleasing with several semi-private boths on the right <span class=""AS"">side</span> of the dining hall, which are great for a date.","My chicken was completely dried out and on the cold <span class=""AS"">side</span> and the sauce was not very flavorful.","My wife I lived on the west <span class=""AS"">side</span> and found this while visiting firends on the UES."
pizza,,,,"By far, the best <span class=""AS"">pizza</span> in Manhattan.","It's a basic <span class=""AS"">pizza</span> joint, not much to look at, but the pizza is what I go for.","The pesto <span class=""AS"">pizza</span> was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.","The <span class=""AS"">pizza</span> is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","Been to the one in Brooklyn for over 25 years, now I dont have to go over the bridge for the best <span class=""AS"">pizza</span> ....","Who has room for Cheesesticks with the best <span class=""AS"">pizza</span> in NYC!","Their twist on <span class=""AS"">pizza</span> is heatlhy, but full of flavor.","This place has many different styles of <span class=""AS"">pizza</span> and they are all amazing.","Bleecker St <span class=""AS"">Pizza</span> is the best!","but i would say that i was full with a slice of <span class=""AS"">pizza</span> and 7 to count","good - delivery time was a little slow, but for the way this <span class=""AS"">pizza</span> tastes, I'm willing to overlook it.","the crust was imazingly cooked well and <span class=""AS"">pizza</span> was fully loaded:):):)","The <span class=""AS"">pizza</span> is overpriced and soggy.","brick oven gallery is My pick for best <span class=""AS"">pizza</span> restaurant anywhere.","Love <span class=""AS"">Pizza</span> 33..","I have eaten at many <span class=""AS"">pizza</span> places around NYC and this is hands down the worst.","They make the best <span class=""AS"">pizza</span> in New Jersey.","Stumbled upon this gem of a <span class=""AS"">pizza</span> place and I will be going back frequently.","Patsy's <span class=""AS"">Pizza</span> = true love","This is a nice <span class=""AS"">pizza</span> place with good selection of thin crust pizza including the Basil slice."
person,,,,"We called the other <span class=""AS"">person</span> who was very close by, and she told us to order for her, so we did.","I was especially impressed during the bday party when the waitstaff went above and beyond in helping me decorate and bring out a bday cake as well as offering prompt and friendly service to a 15 <span class=""AS"">person</span> party.","Another review here claimed the pre-fix was $29/per <span class=""AS"">person</span> including sake","but it is $55 per <span class=""AS"">person</span> not including sake.","If you are the type of <span class=""AS"">person</span> who likes being scared and entertained, this is a great place to go and eat.","Went with mommy (the only <span class=""AS"">person</span> who could afford taking me here).","If you are the type of <span class=""AS"">person</span> who likes being scared and entertained, this is a great place to go and eat.","Now it's so crowded and loud you can't even talk to the <span class=""AS"">person</span> next to you.","Nobody at this restaurant will give firm answers about anything and in the end, not one <span class=""AS"">person</span> takes responsibility for anything.","The new menu has a few creative items,they were smart enough to keep some of the old favorites (but they raised the prices), the staff is friendly most of the time, but I must agree with the <span class=""AS"">person</span> that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone.","And as SOON as one <span class=""AS"">person</span> is done, she asked to pick up the plate immediately.","I had to flag down a third staff <span class=""AS"">person</span> for a fork...","great food, lt's of it, more then one <span class=""AS"">person</span> can eat!"
order,,,,"We called the other person who was very close by, and she told us to <span class=""AS"">order</span> for her, so we did.","As many other reviewers noticed, your <span class=""AS"">order</span> is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.","When we were finally seated our waitress came by twice-1 for our <span class=""AS"">order</span> and 2-for our check.","The servers give you some sample slices of your <span class=""AS"">order</span> while you wait (shortly I might add).","I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably <span class=""AS"">order</span> more food than you can eat for less than $18 by just going off the menu.","I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably <span class=""AS"">order</span> more food than you can eat for less than $18 by just going off the menu.","proceed to use the piece in the delivery <span class=""AS"">order</span> he was preparing.","The portions are HUGE, so it might be good to <span class=""AS"">order</span> three things to split (rather than one appetizer and entree per person) for two people.","The food there is so good that even to <span class=""AS"">order</span> out the wait is incredible.","One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our <span class=""AS"">order</span> for 15 minutes and gave us lip when we asked him to do so.","I've eaten at Pizza Gruppo a few times, but more often I <span class=""AS"">order</span> delivery.",", I <span class=""AS"">order</span> from them quite often and the delivery is always super quick!","You can also special <span class=""AS"">order</span> any kind of dumpling,etc.","Best things to <span class=""AS"">order</span> are from the grill (Churrasco and Ribs).","We were fast to <span class=""AS"">order</span> the appetizer platter since we were very hungry.","The food is all shared so we get to <span class=""AS"">order</span> together and eat together.","But don't ever <span class=""AS"">order</span> bacon late at nite (either platter or in sandwiches, for that matter","So eat fast and <span class=""AS"">order</span> a lot.","We shared a bottle of sake, an <span class=""AS"">order</span> of edamames, and she had the sushi plate while I had the sashimi.","The portions are HUGE, so it might be good to <span class=""AS"">order</span> three things to split (rather than one appetizer and entree per person) for two people."
